44,Кривий,Кривой,22,,,48.17264,23.23351,false
45,Нижні Ремети,Нижние Реметы,22,,,48.25745,22.82650,false
46,Верхні Ремети,Верхние Реметы,22,,,48.26706,22.86135,false
47,Заріччя,Заречье,22,,,48.27959,22.99095,true
48,Онок,Онок,22,,,48.22346,23.00400,false
49,Перехрестя,Перекрестье,22,,,48.13728,22.83680,false
50,Оросієво,Оросиево,22,,,48.16286,22.81929,false
51,Чорний Потік,Черный Поток,22,,,48.18088,22.90667,false
52,Матійово,Матиево,22,,,48.13179,22.91199,false
53,Карачин,Карачин,22,,,48.13179,22.86959,false
54,Затисівка,Затисовка,22,,,48.06295,22.98924,false
55,Форголань,Форголань,22,,,48.05214,22.95611,false
56,Велика Паладь,Большая Паладь,22,,,48.00030,22.88229,false
57,Гребля,Гребля,22,,,48.28302,23.04932,false
58,Нижнє Болотне,Нижнее Болотное,22,,,48.26620,23.09704,false
59,Малий Раковець,Малый Раковец,22,,,48.26414,23.20656,false
60,Заболотне,Заболотное,22,,,48.24217,23.11661,false
61,Вертеп,Вертеп,22,,,48.22346,23.13360,false
62,Мала Копаня,Малая Копаня,22,,,48.16938,23.09481,false
63,Холмовець,Холмовец,22,,,48.05797,23.09670,false
64,Чертіж,Чертиж,22,,,48.19067,23.24295,false
65,Гетиня,Гетиня,22,,,48.08870,23.01687,false
66,Дротинці,Дротинцы,22,,,48.10484,22.98700,false
67,Пийтерфолво,Пийтерфолво,22,,,48.06175,22.93430,false
68,Оклі,Окли,22,,,48.00218,23.01601,false
69,Оклі Гедь,Окли Гедь,22,,,48.01283,23.06202,false
70,Нове Клинове,Новое Клиновое,22,,,48.01746,23.03867,false
71,Мала Бийгань,Малая Быйгань,22,,,48.27169,22.57828,false
72,Астей,Астей,22,,,48.16904,22.59750,false
73,Велика Бакта,Большая Бакта,22,,,48.16080,22.66394,false
74,Геча,Геча,22,,,48.13969,22.65793,false
75,Квасово,Квасово,22,,,48.18621,22.77037,false
76,Кідьош,Кидьош,22,,,48.21813,22.69758,false
77,Затишне,Затышное,22,,,48.23032,22.66909,false
78,Попово,Попово,22,,,48.26946,22.42207,false
79,Мале Попово,Малое Попово,22,,,48.26259,22.38756,false
80,Гетен,Гетен,22,,,48.27616,22.38344,false
81,Галабор,Галабор,22,,,48.10106,22.67801,false
82,Руська Долина,Русская Долина,22,,,48.12698,22.92830,false
83,Олешник,Олешник,22,,,48.16698,22.95490,false
84,Веряця,Веряца,22,,,48.16578,23.16038,false
85,Горбки,Горбки,22,,,48.15565,23.18150,false
86,Притисянське,Притисянское,22,,,48.11273,22.91697,false
87,Вербове,Вербовое,22,,,48.11874,22.91285,true
88,Балажер,Балажер,22,,,48.24646,22.60866,false
89,Мочола,Мочола,22,,,48.15754,22.62823,false
90,Гуняді,Гуняди,22,,,48.14552,22.60798,false
91,Яноші,Яноши,22,,,48.24474,22.63064,false
92,Широке,Широкое,22,,,48.22208,23.11283,true
93,Тячів,Тячев,22,,,48.01163,23.57838,false
94,Солотвино,Солотвино,22,,,47.95790,23.88119,false
95,Буштино,Буштыно,22,,,48.04750,23.48534,false
96,Тересва,Тересва,22,,,47.99789,23.69957,false
97,Великий Бичків,Большой Бычков,22,,,47.96511,24.01543,false
98,Вишково,Вышково,22,,,48.05265,23.42972,false
99,Дубове,Дубовое,22,,,48.19359,23.88445,false
100,Рахів,Рахов,22,,,48.05574,24.20357,false
101,Ясіня,Ясиня,22,,,48.27255,24.36115,false
102,Кобилецька Поляна,Кобылецкая Поляна,22,,,48.05746,24.07190,false
103,Хуст,Хуст,22,,,48.17814,23.29067,false
104,Богдан,Богдан,22,,,48.03583,24.34296,false
105,Велятин,Велятин,22,,,48.10930,23.31350,false
106,Руське Поле,Русское Поле,22,,,48.05712,23.53357,false
107,Стеблівка,Стеблевка,22,,,48.09059,23.42182,false
108,Новобарово,Новобарово,22,,,48.09780,23.50697,false
109,Сокирниця,Сокирница,22,,,48.12406,23.39985,false
110,Данилово,Данилово,22,,,48.14741,23.45873,false
111,Боронява,Боронява,22,,,48.15754,23.38543,false
112,Нижнє Селище,Нижнее Селище,22,,,48.19960,23.44757,false
113,Копашново,Копашново,22,,,48.21556,23.48242,false
114,Дулово,Дулово,22,,,48.14260,23.58713,false
115,Угля,Угля,22,,,48.15205,23.62988,false
116,Кричово,Кричево,22,,,48.19170,23.56842,false
117,Чумальово,Чумалево,22,,,48.18947,23.54370,false
118,Золотарьово,Золотарево,22,,,48.18071,23.50164,false
119,Забереж,Забережье,22,Жовтневе,Октябрьское,48.22328,23.54439,true
120,Кошельово,Кошелево,22,,,48.23788,23.33204,false
121,Широкий Луг,Широкий Луг,22,,,48.21539,23.75433,false
122,Красна,Красная,22,,,48.23358,23.94590,false
123,Солоне,Соленое,22,,,48.12527,23.85853,false
124,Терново,Терново,22,,,48.07411,23.73785,false
125,Грушово,Грушево,22,,,48.00699,23.76257,false
126,Нижня Апша,Нижняя Апша,22,,,47.99738,23.83827,false
127,Глибокий Потік,Глубокий Поток,22,,,48.05729,23.89389,false
128,Кічерели,Кичерели,22,,,48.24886,23.62284,false
129,Тарасівка,Тарасовка,22,,,48.20749,23.81441,true
130,Теребля,Теребля,22,,,48.11136,23.59297,false
131,Костилівка,Костылевка,22,,,47.99274,24.20374,false
132,Видричка,Выдричка,22,,,48.05385,24.33678,false
133,Вільховатий,Ольховатый,22,,,48.01197,24.17044,false
134,Луг,Луг,22,,,47.96099,24.05439,false
135,Хмелів,Хмелев,22,,,47.91807,24.15619,false
136,Ділове,Деловое,22,,,47.93575,24.17490,false
137,Середнє Водяне,Среднее Водяное,22,,,47.97953,23.89990,false
138,Іза,Иза,22,,,48.21384,23.32878,false
139,Драгово,Драгово,22,,,48.23650,23.54645,false
140,Липча,Липча,22,,,48.26328,23.38183,false
141,Горінчово,Горинчово,22,,,48.26980,23.43401,false
142,Підплеша,Подплеша,22,,,48.13145,23.80034,false
143,Ганичі,Ганичи,22,,,48.12544,23.83913,false
144,Вільхівці,Ольховцы,22,,,48.09917,23.73957,false
145,Добрянське,Добрянское,22,,,48.06742,23.70970,false
146,Крива,Кривая,22,,,48.02828,23.71399,false
147,Бедевля,Бедевля,22,,,48.00390,23.66421,false
148,Біла Церква,Белая Церковь,22,,,47.95086,23.92651,false
149,Осава,Осава,22,,,48.28268,23.35951,false
150,Лунка,Лунка,22,,,48.22328,23.48826,false
151,Хустець,Хустец,22,,,48.24388,23.48293,false
152,Посіч,Посич,22,,,48.25298,23.41393,false
153,Ділок,Дилок,22,,,48.25933,23.45547,false
154,Поляна,Поляна,22,,,48.26002,23.51555,true
155,Становець,Становец,22,,,48.26156,23.55434,false
156,Залом,Залом,22,,,48.25642,23.31694,false
157,Липовець,Липовец,22,,,48.27564,23.30475,false
158,Крайниково,Крайниково,22,,,48.11960,23.44053,false
159,Олександрівка,Александровка,22,,,48.13745,23.51006,true
160,Кіреші,Кереши,22,,,48.18878,23.35247,false
161,Карповтлаш,Карповтлаш,22,,,48.20354,23.38783,false
162,Нанково,Нанково,22,,,48.19805,23.41856,false
163,Колодне,Колодное,22,,,48.16509,23.59829,false
164,Фонтиняси,Фонтынясы,22,,,48.24148,23.75639,false
165,Вільхівці-Лази,Ольховцы-Лазы,22,,,48.12578,23.69768,false
166,Ракове,Раково,22,,,48.11823,23.69064,false
167,Вільхівчик,Ольховчик,22,,,48.12750,23.74231,false
168,Бобове,Бобовое,22,,,48.12441,23.66678,false
169,Груники,Груники,22,,,48.14535,23.66575,false
170,Пригідь,Пригодь,22,,,48.26105,23.74163,false
171,Тячівка,Тячевка,22,,,48.03909,23.59778,false
172,Вишоватий,Вышоватый,22,,,48.09093,23.75742,false
173,Подішор,Подишор,22,,,48.04235,23.86591,false
174,Топчино,Топчино,22,,,48.03892,23.85269,false
175,Пещера,Пещера,22,,,48.05815,23.86677,false
176,Петрушів,Петрушов,22,,,48.07669,23.80652,false
177,Лази,Лазы,22,,,48.05815,23.64481,false
178,Руня,Руня,22,,,48.04012,23.63966,false
179,Округла,Округлая,22,,,48.08407,23.66472,false
180,Дібрівка,Дибровка,22,,,48.03463,23.66283,true
181,Глиняний,Глиняный,22,,,48.02639,23.67760,false
182,Сасово,Сасово,22,,,48.10037,23.70043,false
183,Біловарці,Беловарцы,22,,,48.03051,23.69425,false
184,Плаюць,Плаюц,22,,,48.01815,23.94110,false
185,Добрік,Добрик,22,,,48.01214,23.90333,false
186,Стримба,Стрымба,22,,,48.04407,23.91586,false
187,Модьорош,Модьерош,22,,,48.07291,23.34887,false
188,Шаян,Шаян,22,,,48.05918,23.34921,false
189,Ракош,Ракош,22,,,48.04321,23.39333,false
190,Вонігове,Вонигово,22,,,48.07497,23.52739,false
191,Зарічне,Заречное,22,,,48.20234,23.28724,true
192,Вишній Дубовець,Вышний Дубовец,22,,,48.17831,23.90642,false
193,Нижній Дубовець,Нижний Дубовец,22,,,48.15977,23.90247,false
194,Сітний,Ситный,22,,,48.12235,24.29403,false
195,Бребоя,Бребоя,22,,,48.04870,24.38776,false
196,Росішка,Росошка,22,,,47.98502,24.06967,false
197,Круглий,Круглый,22,,,47.96047,24.18846,false
198,Білин,Белин,22,,,48.11102,24.25404,false
199,Новоселиця,Новоселица,22,,,48.16698,23.75776,true
200,Тисалово,Тисалово,22,,,48.13831,23.77733,false
201,Нересниця,Нересница,22,,,48.12269,23.76909,false
202,Велика Уголька,Большая Уголька,22,,,48.19805,23.65683,false
203,Мала Уголька,Малая Уголька,22,,,48.17676,23.63829,false
204,Яблунівка,Яблоневка,22,,,48.01454,23.52173,true
205,Калини,Калины,22,,,48.13934,23.86694,false
206,Косівська Поляна,Косовская Поляна,22,,,48.00304,24.10675,false
207,Тростянець,Тростянец,22,,,48.15874,24.26725,true
208,Росош,Росош,22,,,48.23976,23.59005,false
209,Кутлаш,Кутлаш,22,,,48.27770,23.47813,false
210,Сюрюк,Сюрюк,22,,,48.27135,23.47384,false
211,Верхнє Водяне,Верхнее Водяное,22,,,47.99566,23.96805,false
212,Кваси,Квасы,22,,,48.14569,24.28202,false
213,Розтоки,Розтоки,22,,,48.06999,24.30725,false
214,Сарата,Сарата,3,,,47.74916,24.99338,false
215,Ворохта,Ворохта,9,,,48.28268,24.57436,false
216,Верховина,Верховина,9,,,48.15531,24.81812,false
217,Кути,Куты,9,,,48.26362,25.18118,false
218,Вижниця,Выжница,3,,,48.24217,25.17946,false
219,Путила,Путила,3,,,47.99017,25.08642,false
220,Берегомет,Берегомет,3,,,48.16887,25.31971,false
221,Бабин,Бабин,9,,,48.27633,25.04282,false
222,Малий Рожин,Малый Рожин,9,,,48.26088,25.07973,false
223,Річка,Речка,9,,,48.28010,24.93313,false
224,Барвінків,Барвинков,9,,,48.11720,25.01329,false
225,Біла Річка,Белая Речка,9,,,47.96511,24.89519,false
226,Берестечко,Берестечко,9,,,48.10587,24.68010,false
227,Буковець,Буковец,9,,,48.19977,24.93914,false
228,Рівня,Ровня,9,,,48.13728,24.95527,false
229,Кохан,Кохан,9,,,48.09196,24.94360,false
230,Криворівня,Криворивня,9,,,48.17522,24.89657,false
231,Перехресне,Перекрестное,9,,,48.09917,24.92403,false
232,Полянки,Полянки,9,,,48.06587,24.95493,false
233,Сеньківське,Сеньковское,9,,,48.03823,24.85743,false
234,Стаїще,Стаище,9,,,48.18621,24.73332,false
235,Стовпні,Стовпни,9,,,47.98777,24.82189,false
236,Топільче,Топильче,9,,,48.08647,24.73761,false
237,Хороцеве,Хороцево,9,,,48.13265,25.01741,false
238,Черетів,Черетов,9,,,48.21127,24.97433,false
239,Явірник,Яворник,9,,,48.02347,24.74224,false
240,Снідавка,Снидавка,9,,,48.24062,24.86343,false
241,Голови,Головы,9,,,48.06209,24.87906,false
242,Голошина,Голошина,3,,,47.88751,24.88609,false
243,Грамотне,Грамотное,9,,,47.95584,24.84524,false
244,Замагора,Замагора,9,,,48.10175,24.82138,false
245,Красноїлля,Красноилье,9,,,48.10810,24.90480,false
246,Пробійнівка,Пробойновка,9,,,47.97352,24.82550,false
247,Яблуниця,Яблоница,9,,,48.01351,24.91287,false
248,Зелене,Зеленое,9,,,48.05094,24.75597,true
249,Розтоки,Розтоки,3,,,48.18346,25.13105,false
250,Тюдів,Тюдов,9,,,48.23942,25.13037,false
251,Старі Кути,Старые Куты,9,,,48.27907,25.16075,false
252,Бистрець,Быстрец,9,,,48.12303,24.69229,false
253,Устеріки,Устерики,9,,,48.12733,24.99012,false
254,Чорна Річка,Черная Речка,9,,,48.08596,24.86876,false
255,Білоберізка,Белоберезка,9,,,48.16561,25.04694,false
256,Ільці,Ильцы,9,,,48.15307,24.75992,false
257,Яворів,Яворов,9,,,48.22071,25.02085,false
258,Шепіт,Шепот,9,,,48.26517,24.85657,false
259,Буркут,Буркут,9,,,47.94296,24.69503,false
260,Верхній Ясенів,Верхний Ясенов,9,,,48.16131,24.94532,false
261,Волова,Воловая,9,,,48.24097,24.69933,false
262,Гринява,Гринява,9,,,47.98159,24.87030,false
263,Кривопілля,Кривополье,9,,,48.19462,24.69606,false
264,Бережниця,Бережница,9,,,48.20354,24.83511,false
265,Черемошна,Черемошна,9,,,48.04270,24.93004,false
266,Красник,Красник,9,,,48.14449,24.73623,false
267,Великий Рожин,Большой Рожин,9,,,48.21350,25.03664,false
268,Вигода,Выгода,9,,,48.13145,24.96952,false
269,Липовани,Липованы,3,,,48.22809,25.45258,false
270,Лопушина,Лист лопуха,3,,,48.08716,25.28624,false
271,Луківці,Луківці,3,,,48.19719,25.42477,false
272,Чорногузи,Черногузы,3,,,48.27049,25.22770,false
273,Фальків,Фальков,3,,,47.95858,25.42305,false
274,Дихтинець,Дихтинец,3,,,48.06072,25.04522,false
275,Нижній Яловець,Нижний Яловец,3,,,47.85524,24.99767,false
276,Плоска,Плоская,3,,,47.91241,25.14204,false
277,Тораки,Тораки,3,,,48.02021,25.07114,false
278,Шепіт,Шепот,3,,,47.80477,25.14187,false
279,Яблуниця,Яблоница,9,,,48.02776,24.92008,false
280,Черешенька,Черешенка,3,,,48.21882,25.28143,false
281,Багна,Багна,3,,,48.22431,25.23096,false
282,Банилів-Підгірний,Банилов-Подгорный,3,,,48.09385,25.49292,false
283,Вахнівці,Вахновцы,3,,,48.25727,25.47987,false
284,Велике,Великое,3,,,48.15822,25.41395,false
285,Виженка,Виженка,3,,,48.21230,25.18513,false
286,Долішній Шепіт,Долишний Шепот,3,,,48.01248,25.28795,false
287,Заріччя,Заречье,3,,,48.15840,25.32486,true
288,Лекечі,Лекечи,3,,,48.11891,25.28795,false
289,Мигове,Мигово,3,,,48.14964,25.38082,false
290,Середній Майдан,Средний Майдан,3,,,48.26105,25.37396,false
291,Косованка,Косованка,3,,,48.23650,25.49669,false
292,Стара Жадова,Старая Жадова,3,,,48.19805,25.49463,false
293,Андреківське,Андрековское,3,,,47.80254,25.11629,false
294,Великий Липовець,Большой Липовец,3,,,48.05351,24.99149,false
295,Верхній Яловець,Верхний Яловец,3,,,47.82417,25.07303,false
296,Випчина,Выпчина,3,,,47.90176,25.03458,false
297,Галицівка,Галицивка,3,,,47.90708,25.25311,false
298,Замогила,Замогила,3,,,48.04544,25.08694,false
299,Киселиці,Киселицы,3,,,48.03463,25.05449,false
300,Лустун,Лустун,3,,,47.91893,25.18736,false
301,Мариничі,Мариничи,3,,,48.12269,25.04076,false
302,Міжброди,Межброды,3,,,48.22689,25.11852,false
303,Околена,Околена,3,,,48.15925,25.09449,false
304,Петраші,Петраши,3,,,48.13402,25.09895,false
305,Плай,Плай,3,,,47.98519,24.92455,false
306,Плита,Плита,3,,,48.03291,24.97879,false
307,Площі,Площи,3,,,48.05025,25.06497,false
308,Підзахаричі,Подзахарычи,3,,,48.20835,25.12608,false
309,Поляківське,Поляковское,3,,,48.01969,25.08745,false
310,Розтоки,Розтоки,3,,,48.16749,25.14118,false
311,Рижа,Рыжа,3,,,47.96579,25.05982,false
312,Рипень,Рыпень,3,,,47.94279,25.08041,false
313,Самакова,Самакова,3,,,48.00648,24.97776,false
314,Селятин,Селятин,3,,,47.87344,25.18650,false
315,Сергії,Сергии,3,,,47.98553,25.14856,false
316,Соколій,Соколий,3,,,48.02639,25.06016,false
317,Тесницька,Тесницкая,3,,,47.98021,25.16796,false
318,Фошки,Фошки,3,,,47.96682,25.19011,false
319,Хорови,Хоровы,3,,,48.18054,25.14479,false
320,Шпетки,Шпетки,3,,,48.10449,25.01501,false
321,Ями,Ямы,3,,,48.16097,25.12814,false
322,Голошина,Голошина,3,,,47.93112,24.94515,false
323,Паркулина,Паркулина,3,,,47.98794,25.12608,false
324,Стебні,Стебни,9,,,48.07960,25.02239,false
325,Вовчинець,Вовчинец,3,,,48.16681,25.44468,false
326,Товарниця,Товарница,3,,,48.13024,25.17500,false
327,Малий Дихтинець,Малый Дихтинец,3,,,48.04802,25.02359,false
328,Руська,Русская,3,,,47.91155,25.26152,false
329,Гробище,Гробище,3,,,47.99532,25.05690,false
330,Конятин,Конятин,3,,,48.04270,24.93862,false
331,Довгопілля,Довгополье,3,,,48.07016,24.97364,false
332,Майдан,Майдан,3,,,48.26259,25.43644,true
333,Майдан,Майдан,3,,,48.26002,25.31885,true
334,Греблина,Греблино,3,,,48.06089,25.02497,false
335,Греблина,Греблино,3,,,48.08304,24.99544,false
336,Бісків,Бисков,3,,,48.09214,25.17019,false
337,Бісків,Бисков,3,,,48.08681,25.08127,false
338,Усть-Путила,Усть-Путила,3,,,48.05797,25.16350,false
339,Говерла,Говерла,22,,,48.07789,24.45059,false
340,Луги,Луги,22,,,48.06415,24.43840,false
341,Лазещина,Лазещина,22,,,48.27392,24.41488,false
342,Новоселиця,Новоселица,3,,,48.21865,26.27415,true
343,Герца,Герца,3,,,48.14930,26.26196,false
344,Сторожинець,Сторожинец,3,,,48.16114,25.72243,false
345,Глибока,Глубокая,3,,,48.08578,25.92894,false
346,Красноїльськ,Красноильск,3,,,48.01866,25.60175,false
347,Бояни,Бояны,3,,,48.27066,26.12463,false
348,Котелеве,Котелево,3,,,48.28354,26.35637,false
349,Кошуляни,Кошуляны,3,,,48.24921,26.56254,false
350,Новоіванківці,Новоиванковцы,3,,,48.22431,26.48272,false
351,Ревківці,Ревковцы,3,,,48.28113,26.20857,false
352,Слобода,Слобода,3,,,48.27616,26.20085,true
353,Строїнці,Строинцы,3,,,48.24371,26.25355,false
354,Бобівці,Бобовцы,3,,,48.26380,25.68775,false
355,Буденець,Буденец,3,,,48.08510,25.65222,false
356,Дібрівка,Дибровка,3,,,48.24886,25.54991,true
357,Кам'яна,Каменная,3,,,48.22328,25.85564,false
358,Панка,Панка,3,,,48.17350,25.64793,false
359,Комарівці,Комаровцы,3,,,48.19530,25.58493,false
360,Костинці,Костинцы,3,,,48.27976,25.64467,false
361,Михальча,Михальча,3,,,48.25144,25.85100,false
362,Нова Красношора,Новая Красношора,3,,,48.06553,25.54596,false
363,Слобода-Комарівці,Слобода-Комаровцы,3,,,48.22397,25.63179,false
364,Стара Красношора,Старая Красношора,3,,,48.03823,25.52897,false
365,Череш,Череш,3,,,48.09763,25.61068,false
366,Ясени,Ясени,3,,,48.27478,25.66372,false
367,Багринівка,Багриновка,3,,,47.98347,25.94336,false
368,Черепківці,Черепковцы,3,,,48.02193,25.96481,false
369,Валя Кузьмина,Валя Кузьмина,3,,,48.18380,26.01837,false
370,Верхні Синівці,Верхние Синевцы,3,,,48.01489,26.11382,false
371,Димка,Дымка,3,,,48.09265,25.96584,false
372,Коровія,Коровия,3,,,48.22620,25.97082,false
373,Корчівці,Корчевцы,3,,,48.01283,25.79264,false
374,Купка,Купка,3,,,48.04390,25.78199,false
375,Михайлівка,Михайловка,3,,,48.11582,25.97408,true
376,Нижні Синівці,Нижние Синевцы,3,,,48.00682,26.12944,false
377,Привороки,Привороки,3,,,48.10123,26.02816,false
378,Станівці,Становцы,3,,,48.07291,26.06558,false
379,Чагор,Чагор,3,,,48.24097,25.98713,false
380,Червона Діброва,Червоная Диброва,3,,,48.13831,25.92980,false
381,Горбова,Горбова,3,,,48.21024,26.17167,false
382,Дяківці,Дьяковцы,3,,,48.10261,26.24256,false
383,Куликівка,Куликовка,3,,,48.09471,26.16720,false
384,Петрашівка,Петрашевка,3,,,48.09797,26.10884,false
385,Тернавка,Тернавка,3,,,48.11376,26.20686,false
386,Цурень,Цурень,3,,,48.23650,26.10094,false
387,Мала Буда,Малая Буда,3,,,48.16286,26.11227,false
388,Хряцька,Хряцка,3,,,48.15668,26.18712,false
389,Турятка,Турятка,3,,,48.04802,26.14403,false
390,Тарашани,Тарашаны,3,,,48.11840,26.01357,false
391,Молниця,Молница,3,,,48.19427,26.22540,false
392,Драниця,Драница,3,,,48.23015,26.53078,false
393,Костичани,Костичаны,3,,,48.22758,26.50932,false
394,Молодія,Молодия,3,,,48.22740,26.02387,false
395,Ропча,Ропча,3,,,48.11754,25.76655,false
396,Остриця,Острица,3,,,48.25727,26.05339,false
397,Тарасівці,Тарасовцы,3,,,48.20269,26.36719,false
398,Ванчиківці,Ванчиковцы,3,,,48.21539,26.44787,false
399,Думени,Думены,3,,,48.22140,26.49765,false
400,Мамалига,Мамалыга,3,,,48.25556,26.58743,false
401,Нові Бросківці,Новые Бросковцы,3,,,48.23891,25.69737,false
402,Волока,Волока,3,,,48.19462,25.94301,false
403,Зруб-Комарівський,Сруб-Комаровский,3,,,48.16440,25.57308,false
404,Боянівка,Бояновка,3,,,48.24715,26.16514,false
405,Ванчинець,Ванчинец,3,,,48.21213,26.41199,false
406,Зелений Гай,Зеленый Гай,3,,,48.22723,26.21389,true
407,Маршинці,Маршинцы,3,,,48.21178,26.30299,false
408,Негринці,Негринцы,3,,,48.23444,26.55190,false
409,Припруття,Припрутье,3,,,48.25573,26.15948,false
410,Брусенки,Брусенки,3,,,48.26105,25.53789,false
411,Верхні Петрівці,Верхние Петровцы,3,,,48.07033,25.69599,false
412,Годилів,Годылов,3,,,48.24560,25.92928,false
413,Нова Жадова,Новая Жадова,3,,,48.22912,25.53394,false
414,Снячів,Снячев,3,,,48.18878,25.84122,false
415,Біла Криниця,Белая Криница,3,,,47.97695,25.88345,false
416,Горбівці,Горбовцы,3,,,47.99497,26.09699,false
417,Грушівка,Грушевка,3,,,48.18878,25.97717,true
418,Карапчів,Карапчов,3,,,48.09523,25.85461,false
419,Кут,Кут,3,,,48.19942,26.03640,false
420,Новий Вовчинець,Новый Волчинец,3,,,47.99291,25.99863,false
421,Петричанка,Петричанка,3,,,48.05025,25.89375,false
422,Поляна,Поляна,3,,,48.04836,26.11382,true
423,Просіка,Просека,3,,,48.07068,25.81822,false
424,Просокиряни,Просокиряни,3,,,48.08887,25.87812,false
425,Слобідка,Слободка,3,,,48.04630,25.98747,true
426,Старий Вовчинець,Старый Волчинец,3,,,48.00064,25.94301,false
427,Стерче,Стерче,3,,,48.03154,26.03211,false
428,Байраки,Байраки,3,,,48.11617,26.11107,false
429,Банчени,Банчены,3,,,48.20286,26.19930,false
430,Буківка,Буковка,3,,,48.05179,26.09270,false
431,Велика Буда,Большая Буда,3,,,48.14758,26.07657,false
432,Великосілля,Великоселье,3,,,48.16166,26.31191,false
433,Круп'янське,Крупянское,3,,,48.16114,26.06918,false
434,Лунка,Лунка,3,,,48.18346,26.29406,false
435,Маморниця,Маморница,3,,,48.22019,26.09682,false
436,Маморниця Вама,Маморница Вама,3,Радгоспівка,Совхозовка,48.22294,26.11141,false
437,Могилівка,Могилевка,3,,,48.14964,26.27432,false
438,Підвальне,Подвальное,3,,,48.13368,26.15055,false
439,Заволока,Заволока,3,,,48.26139,25.90113,false
440,Старі Бросківці,Старые Бросковцы,3,,,48.24011,25.74200,false
441,Заболоття,Заболотье,3,,,48.21625,25.66715,false
442,Луковиця,Луковица,3,,,48.20045,26.06506,false
443,Годинівка,Годыновка,3,,,48.18895,26.13098,false
444,Нижні Петрівці,Нижние Петровцы,3,,,48.03154,25.71522,false
445,Кам'янка,Каменка,3,,,48.02605,25.90370,true
446,Давидівка,Давыдовка,3,,,48.13608,25.54527,false
447,Дубове,Дубовое,3,,,48.27101,25.83143,false
448,Великий Кучурів,Большой Кучуров,3,,,48.21436,25.90765,false
449,Тисовець,Тисовец,3,,,48.17093,25.89701,false
450,Глибочок,Глубочок,3,,,48.18586,25.76843,false
451,Їжівці,Иживцы,3,,,48.02433,25.65291,false
452,Рені,Рени,15,,,45.46074,28.28619,false
453,Ізмаїл,Измаил,15,,,45.34710,28.83551,false
454,Болград,Болград,15,,,45.69437,28.60256,false
455,Орлівка,Орловка,15,,,45.31946,28.45064,true
456,Новосільське,Новосельское,15,,,45.33646,28.57973,false
457,Табаки,Табаки,15,,,45.73025,28.60994,false
458,Виноградівка,Виноградовка,15,,,45.68218,28.56669,false
459,Каракурт,Каракурт,15,Жовтневе,Октябрьское,45.63343,28.70487,true
460,Владичень,Владычень,15,,,45.56545,28.60376,false
461,Котловина,Котловина,15,,,45.50949,28.57184,false
462,Криничне,Криничное,15,,,45.53593,28.66779,false
463,Каланчак,Каланчак,15,,,45.53610,28.79379,false
464,Василівка,Василевка,15,,,45.63995,28.83173,true
465,Кам'янка,Каменка,15,,,45.56511,28.88117,true
